❤️douyu(ljk播放器),#genre#
军旅剧场,http://39.134.65.164/PLTV/88888888/224/3221225560/1.m3u8
电竞,http://39.134.115.163:8080/PLTV/88888910/224/3221225653/index.m3u8
自由搏击,http://live.zgbctv.com:8080/live/m11.m3u8
热播精选,http://39.135.138.58:18890/PLTV/88888888/224/3221225712/index.m3u8
东北热剧,http://39.135.138.58:18890/PLTV/88888888/224/3221226202/index.m3u8
东北热剧,http://39.134.65.179/PLTV/88888888/224/3221225679/1.m3u8
东北热剧,http://39.134.65.164/PLTV/88888888/224/3221225679/1.m3u8
东北热剧,http://39.134.65.173/PLTV/88888888/224/3221225679/1.m3u8
东北热剧,http://39.134.65.175/PLTV/88888888/224/3221225679/1.m3u8
热播精选,http://39.134.65.166/PLTV/88888888/224/3221225521/1.m3u8
怡伴健康,http://39.135.138.58:18890/PLTV/88888888/224/3221225666/index.m3u8
怡伴健康,http://39.134.65.164/PLTV/88888888/224/3221225571/1.m3u8
IHOT,#genre#
_Y+,http://117.148.179.165/PLTV/88888888/224/3221230226/index.m3u8
_Y+,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221230226/index.m3u8
埋堆🔫🔫,#genre#
七公主驾到,http://txtest-xp2p.p2p.huya.com/src/1199561277675-1199561277675-5434860597135015936-2399122678806-10057-A-0-1.xs
鬼同你,http://txtest-xp2p.p2p.huya.com/src/1199563477578-1199563477578-5444309108574388224-2399127078612-10057-A-0-1.xs
法证先锋是大宝贝,http://txtest-xp2p.p2p.huya.com/src/1199561226091-1199561226091-5434639045542019072-2399122575638-10057-A-0-1.xs
爱·回家-经典TVB爱情故事,http://txtest-xp2p.p2p.huya.com/src/1199563478941-1199563478941-5444314962614812672-2399127081338-10057-A-0-1.xs
护守关-港剧一家人,http://txtest-xp2p.p2p.huya.com/src/1199563995872-1199563995872-5446535164354101248-2399128115200-10057-A-0-1.xs
巨轮-陈展鹏钟嘉欣联袂高分剧港剧,http://txtest-xp2p.p2p.huya.com/src/1199563484986-1199563484986-5444340925692116992-2399127093428-10057-A-0-1.xs
荃加福禄寿探案·石敢当本当,http://txtest-xp2p.p2p.huya.com/src/1199561181108-1199561181108-5434445845028143104-2399122485672-10057-A-0-1.xs
【秋香怒点唐伯虎】,http://txtest-xp2p.p2p.huya.com/src/1199563481163-1199563481163-5444324506032144384-2399127085782-10057-A-0-1.xs
师奶和师奶之间的故事,http://txtest-xp2p.p2p.huya.com/src/1199563491091-1199563491091-5444367146467459072-2399127105638-10057-A-0-1.xs
食为奴·王祖蓝的嘴万绮雯的腿,http://txtest-xp2p.p2p.huya.com/src/1199563479466-1199563479466-5444317217472643072-2399127082388-10057-A-0-1.xs
洪武三十二·陈键锋竟然在澡堂对马德钟,http://txtest-xp2p.p2p.huya.com/src/1199561179151-1199561179151-5434437439777144832-2399122481758-10057-A-0-1.xs
EU超时任务,http://txtest-xp2p.p2p.huya.com/src/1199561223711-1199561223711-5434628823519854592-2399122570878-10057-A-0-1.xs
巾帼枭雄之喋血长天,http://txtest-xp2p.p2p.huya.com/src/1199561223732-1199561223732-5434628913714167808-2399122570920-10057-A-0-1.xs
平安谷之诡谷传说 平安谷的妇仇者联盟,http://txtest-xp2p.p2p.huya.com/src/1199561245453-1199561245453-5434722204698804224-2399122614362-10057-A-0-1.xs
丫鬟大联盟-丫鬟们的传奇故事,http://txtest-xp2p.p2p.huya.com/src/1199563479551-1199563479551-5444317582544863232-2399127082558-10057-A-0-1.xs
黄jin有罪-悬疑爱好聚集地,http://txtest-xp2p.p2p.huya.com/src/1199564003640-1199564003640-5446568527660056576-2399128130736-10057-A-0-1.xs
蒲松龄,http://txtest-xp2p.p2p.huya.com/src/1199561217760-1199561217760-5434603264169476096-2399122558976-10057-A-0-1.xs
疑神疑鬼疑出轨,http://txtest-xp2p.p2p.huya.com/src/1199563995848-1199563995848-5446535061274886144-2399128115152-10057-A-0-1.xs
TVB浪姐,http://txtest-xp2p.p2p.huya.com/src/1199563478721-1199563478721-5444314017722007552-2399127080898-10057-A-0-1.xs
鱼跃在花见·张智霖 钉姐在卧底,http://txtest-xp2p.p2p.huya.com/src/1199561185548-1199561185548-5434464914682937344-2399122494552-10057-A-0-1.xs
平安谷之诡谷传说,http://txtest-xp2p.p2p.huya.com/src/1199561245453-1199561245453-5434722204698804224-2399122614362-10057-A-0-1.xs
王老虎找到爱情,http://txtest-xp2p.p2p.huya.com/src/1199563478540-1199563478540-5444313240332926976-2399127080536-10057-A-0-1.xs
阿爷厨房第2季,http://txtest-xp2p.p2p.huya.com/src/1199563493375-1199563493375-5444376956172763136-2399127110206-10057-A-0-1.xs
宝宝大过天-经典港片轮播,http://txtest-xp2p.p2p.huya.com/src/1199563479483-1199563479483-5444317290487087104-2399127082422-10057-A-0-1.xs
封神榜-陈浩民版哪吒,http://txtest-xp2p.p2p.huya.com/src/1199561158071-1199561158071-5434346901866545152-2399122439598-10057-A-0-1.xs
看孙悟空唐三藏取西经,http://txtest-xp2p.p2p.huya.com/src/1199561181026-1199561181026-5434445492840824832-2399122485508-10057-A-0-1.xs
张卫健版西游记-当蜘蛛精看上了齐天大圣我是靓宝,http://txtest-xp2p.p2p.huya.com/src/1199561182641-1199561182641-5434452429213007872-2399122488738-10057-A-0-1.xs
楚汉骄雄-我恨做皇后 但我做刘邦的皇后,http://txtest-xp2p.p2p.huya.com/src/1199561177177-1199561177177-5434428961511702528-2399122477810-10057-A-0-1.xs
状王宋世杰-第二部-张达明大战黄子华,http://txtest-xp2p.p2p.huya.com/src/1199561462555-1199561462555-5435654650688700416-2399123048566-10057-A-0-1.xs
林正英-殭尸道长2TVBaby,http://txtest-xp2p.p2p.huya.com/src/1199563479615-1199563479615-5444317857422770176-2399127082686-10057-A-0-1.xs
天地争霸美猴王粤语版,http://txtest-xp2p.p2p.huya.com/src/1199561277686-1199561277686-5434860644379656192-2399122678828-10057-A-0-1.xs
经典武侠-雪山飞狐 黄日华版,http://txtest-xp2p.p2p.huya.com/src/1199561391895-1199561391895-5435351168299565056-2399122907246-10057-A-0-1.xs
情事缉私档案-郭晋安郭蔼明的爱恨情仇,http://txtest-xp2p.p2p.huya.com/src/1199563491137-1199563491137-5444367344035954688-2399127105730-10057-A-0-1.xs
金牌冰人-马浚伟和陈豪被招婿,http://txtest-xp2p.p2p.huya.com/src/1199563459301-1199563459301-5444230609457119232-2399127042058-10057-A-0-1.xs
秀才遇到兵-演喜剧的陈豪,http://txtest-xp2p.p2p.huya.com/src/1199561176240-1199561176240-5434424937127346176-2399122475936-10057-A-0-1.xs
铁嘴银牙-陈小春爆笑公堂,http://txtest-xp2p.p2p.huya.com/src/1199561277694-1199561277694-5434860678739394560-2399122678844-10057-A-0-1.xs
【十月初五的月光】张智霖真帅港风女神,http://txtest-xp2p.p2p.huya.com/src/1199561178473-1199561178473-5434434527789318144-2399122480402-10057-A-0-1.xs
天地豪情 | 女追男究竟隔着什么,http://txtest-xp2p.p2p.huya.com/src/1199564000752-1199564000752-5446556123794505728-2399128124960-10057-A-0-1.xs
宝芝林 刘德华蓝洁瑛青涩古装剧,http://txtest-xp2p.p2p.huya.com/src/1199561179116-1199561179116-5434437289453289472-2399122481688-10057-A-0-1.xs
【先生贵姓】,http://txtest-xp2p.p2p.huya.com/src/1199561276781-1199561276781-5434856757434253312-2399122677018-10057-A-0-1.xs
聊-斋-高分奇幻,http://txtest-xp2p.p2p.huya.com/src/1199563483195-1199563483195-5444333233405689856-2399127089846-10057-A-0-1.xs
射雕之九阴真经-姜大卫 张智霖,http://txtest-xp2p.p2p.huya.com/src/1199561240999-1199561240999-5434703074914467840-2399122605454-10057-A-0-1.xs
倚天屠龙记】梁朝伟版张无忌,http://txtest-xp2p.p2p.huya.com/src/1199561276760-1199561276760-5434856667239940096-2399122676976-10057-A-0-1.xs
【骑呢大状】散漫公子变身著名状师,http://txtest-xp2p.p2p.huya.com/src/1199564061580-1199564061580-5446817378065186816-2399128246616-10057-A-0-1.xs
难兄难弟-吴镇宇罗嘉良的兄弟情,http://txtest-xp2p.p2p.huya.com/src/1199561241049-1199561241049-5434703289662832640-2399122605554-10057-A-0-1.xs
心慌‧心郁‧逐个捉 平凡小镇暗藏杀机,http://txtest-xp2p.p2p.huya.com/src/1199561218716-1199561218716-5434607370158211072-2399122560888-10057-A-0-1.xs
憨夫成龙-郭晋安演的不归路,http://txtest-xp2p.p2p.huya.com/src/1199563489752-1199563489752-5444361395506249728-2399127102960-10057-A-0-1.xs
超级奖门人,http://txtest-xp2p.p2p.huya.com/src/1199561244004-1199561244004-5434715981291192320-2399122611464-10057-A-0-1.xs
他来自江湖-年轻周星驰,http://txtest-xp2p.p2p.huya.com/src/1199564060588-1199564060588-5446813117457629184-2399128244632-10057-A-0-1.xs
新上海滩-上海的爱恨情仇,http://txtest-xp2p.p2p.huya.com/src/1199563481280-1199563481280-5444325008543318016-2399127086016-10057-A-0-1.xs
决战玄武门·黄日华翁梦玲射雕原班人马采茶大师,http://txtest-xp2p.p2p.huya.com/src/1199561153241-1199561153241-5434326157174505472-2399122429938-10057-A-0-1.xs
济公·周星驰济公电视剧版,http://txtest-xp2p.p2p.huya.com/src/1199561277724-1199561277724-5434860807588413440-2399122678904-10057-A-0-1.xs
【骑呢大状】散漫公子变身著名状师,http://txtest-xp2p.p2p.huya.com/src/1199564061580-1199564061580-5446817378065186816-2399128246616-10057-A-0-1.xs
【马永贞之争霸上海滩】,http://txtest-xp2p.p2p.huya.com/src/1199564067003-1199564067003-5446840669672833024-2399128257462-10057-A-0-1.xs
宠物情缘-古天乐与郑秀文因宠物结缘,http://txtest-xp2p.p2p.huya.com/src/1199563478867-1199563478867-5444314644787232768-2399127081190-10057-A-0-1.xs
冯日记冯德伦,http://txtest-xp2p.p2p.huya.com/src/1199561219773-1199561219773-5434611909938642944-2399122563002-10057-A-0-1.xs
难兄难弟-吴镇宇罗嘉良,http://txtest-xp2p.p2p.huya.com/src/1199561241049-1199561241049-5434703289662832640-2399122605554-10057-A-0-1.xs
今生无悔音粤无国界,http://txtest-xp2p.p2p.huya.com/src/1199561276763-1199561276763-5434856680124841984-2399122676982-10057-A-0-1.xs
奸人语录iTVB大后宫,http://txtest-xp2p.p2p.huya.com/src/1199563486009-1199563486009-5444345319443660800-2399127095474-10057-A-0-1.xs
楚留香-TVB经典,http://txtest-xp2p.p2p.huya.com/src/1199561463578-1199561463578-5435659044440244224-2399123050612-10057-A-0-1.xs
【斗气一族】青涩周星星,http://txtest-xp2p.p2p.huya.com/src/1199564062365-1199564062365-5446820749614514176-2399128248186-10057-A-0-1.xs
体育🏀⛹️,#genre#
🏀⛹️,http://pull-g.kktv8.com/livekktv/57588147.flv
HWF散打,http://pull-g.kktv8.com/livekktv/57588147.flv
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
PP体育,http://117.148.179.172/PLTV/88888888/224/3221231778/index.m3u8
冬奥纪实8K,http://117.148.179.157/PLTV/88888888/224/3221233142/index.m3u8
冬奥纪实4K,http://117.148.179.157/PLTV/88888888/224/3221233401/index.m3u8
冬奥纪实,http://117.148.179.157/PLTV/88888888/224/3221233044/index.m3u8
五星体育,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8
风云足球,http://117.148.179.137/PLTV/88888888/224/3221231547/index.m3u8
央视台球,http://117.148.179.167/PLTV/88888888/224/3221231616/index.m3u8
超级體育,http://39.135.138.59:18890/PLTV/88888910/224/3221225622/index.m3u8
四海钓鱼,http://117.148.179.159/PLTV/88888888/224/3221231718/index.m3u8
棠梦溪 性感美女搏击比赛,http://121.51.14.14/tx.hls.huya.com/src/1199589474627-1199589474627-5555965583821897728-2399179072710-10057-A-0-1.flv?wsSecret=c71120165125ca40e07211c08e85cc90&wsTime=6246db4a&u=0&seqid=16487244244730000&ctype=tars_mobile&fs=bgct&t=103
初夏晴 美女拳击 撕头发抓眼睛可还行？,http://121.51.14.14/tx.hls.huya.com/src/1099531627807-1099531627807-85899479063986176-2199063379070-10057-A-0-1.flv?wsSecret=049b3e6122a73809e3dd56063753ebcd&wsTime=6246db5a&u=0&seqid=16487244408290000&ctype=tars_mobile&fs=bgct&t=103
WWE人民冠军 【想看什么你就来】WWE/WWF,http://121.51.14.14/tx.hls.huya.com/src/1199599648823-1199599648823-5599663422904991744-2399199421102-10057-A-0-1.flv?wsSecret=05687e7d353b0a00c97c02ae95b53688&wsTime=6246db10&u=0&seqid=16487243661660000&ctype=tars_mobile&fs=bgct&t=103
浪浪伐 WWE皇家大战,http://121.51.14.14/tx.hls.huya.com/src/1844764072-1844764072-7923201358075789312-3689651600-10057-A-0-1.flv?wsSecret=9fae6b84f6df9ef04d0a7df838f1e787&wsTime=6246db11&u=0&seqid=16487243675640000&ctype=tars_mobile&fs=bgct&t=103
WWE 21点冠军争霸 塞纳强森巅峰回放[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531627799-1099531627799-85899444704247808-2199063379054-10057-A-0-1.flv?wsSecret=e3ed2eed84dce28125b26adca6ecc8a6&wsTime=6246db0c&u=0&seqid=16487243622570000&ctype=tars_mobile&txyp=o%3An112%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
虎牙克 [20点小特]火箭马叔鏖战十九局 火箭最终10-9险胜晋级 2022巡回锦标赛[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531627777-1099531627777-85899350214967296-2199063379010-10057-A-0-1.flv?wsSecret=0020100e8299efa98639cde10d9e430f&wsTime=6246daf6&u=0&seqid=16487243574840000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
后浪-卓妹 少女防身术,http://121.51.14.14/tx.hls.huya.com/src/1199564639094-1199564639094-5449297781808168960-2399129401644-10057-A-0-1.flv?wsSecret=b945fa22160425c6d44ca00856aba4e1&wsTime=6246db0a&u=0&seqid=16487243607960000&ctype=tars_mobile&txyp=o%3Aj9%3B&fs=bgct&t=103
后浪-古灵儿 “柔美与坚韧”健身瑜伽,http://121.51.14.14/tx.hls.huya.com/src/1199588682023-1199588682023-5552561375563218944-2399177487502-10057-A-0-1.flv?wsSecret=dd8269b1ffb9473502db01649e04eb5b&wsTime=6246db0e&u=0&seqid=16487243650150000&ctype=tars_mobile&fs=bgct&t=103
亦寒解说 WWE送葬者摔角狂热传奇,http://121.51.14.14/tx.hls.huya.com/src/1199588133789-1199588133789-5550206728462663680-2399176391034-10057-A-0-1.flv?wsSecret=484f4d29058c31fff5bd950f17f7b8e9&wsTime=6246db14&u=0&seqid=16487243701640000&ctype=tars_mobile&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
陈经的禹-Czy 619大师神秘人雷尔专场,http://121.51.14.14/tx.hls.huya.com/src/2306770890-2306770890-9907505531914813440-4613665236-10057-A-0-1.flv?wsSecret=6a369e34f646b171d39abd2c6a1e2d60&wsTime=6246db15&u=0&seqid=16487243713370000&ctype=tars_mobile&fs=bgct&t=103
WWE老李头 WWE 连续剧情中字幕,http://121.51.14.14/tx.hls.huya.com/src/2328693602-2328693602-10001662862994440192-4657510660-10057-A-0-1.flv?wsSecret=65ef13db08716c0cb28254802274fddf&wsTime=6246db16&u=0&seqid=16487243725980000&ctype=tars_mobile&txyp=o%3Ax41%3B&fs=bgct&t=103
丁俊晖赛事专场 丁俊晖2022赛季全纪录,http://121.51.14.14/tx.hls.huya.com/src/1447756352-1447756352-6218066184416264192-2895636160-10057-A-0-1.flv?wsSecret=d13fef65be6a6fc1d426dd81e9e48526&wsTime=6246db1b&u=0&seqid=16487243783700000&ctype=tars_mobile&txyp=o%3Azzeic3lt1%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
虎牙克副舞台 [20点布雷切尔]第一阶段火箭5-3马叔 2022巡回锦标赛[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531739995-1099531739995-86381322854989824-2199063603446-10057-A-0-1.flv?wsSecret=16aa9304e10ff30682d996acd8c89913&wsTime=6246db1d&u=0&seqid=16487243796430000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
德国足球甲级联赛 [4月2日直播]德甲巅峰对决 拜仁大战多特   2021/22德甲联赛[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531728511-1099531728511-86331999450562560-2199063580478-10057-A-0-1.flv?wsSecret=09ca25d32d44fe6cda1d7704d0c93a84&wsTime=6246db1f&u=0&seqid=16487243813530000&ctype=tars_mobile&txyp=o%3Anceic2%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
WWE微风 WWE经典比赛,http://121.51.14.14/tx.hls.huya.com/src/2363304929-2363304929-10150317380530601984-4726733314-10057-A-0-1.flv?wsSecret=d4fe6a884e4af6fd9a7798fa05a9013f&wsTime=6246db21&u=0&seqid=16487243832960000&ctype=tars_mobile&fs=bgct&t=103
赵心童未来可期 赵心童英锦赛9连鞭夺冠 新王登基【重播】,http://121.51.14.14/tx.hls.huya.com/src/35184375097355-35184375097355-12921507894263808-2199063379048-10057-A-0-1.flv?wsSecret=51be031c93f19313db61f99415806b3d&wsTime=6246db22&u=0&seqid=16487243848960000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
低Q王 直播 小特VS小和尚 巡回锦标赛,http://121.51.14.14/tx.hls.huya.com/src/1199533870291-1199533870291-5317146779186102272-2399067864038-10057-A-0-1.flv?wsSecret=23d360f147c84f5b269bfd4d0b3ab600&wsTime=6246db24&u=0&seqid=16487243861130000&ctype=tars_mobile&fs=bgct&t=103
星动-冰冰 呜呜呜呜,http://121.51.14.14/tx.hls.huya.com/src/1199535818070-1199535818070-5325512426290937856-2399071759596-10057-A-0-1.flv?wsSecret=17aaa7b979edfe749b943f09534b8d8a&wsTime=6246db25&u=0&seqid=16487243879080000&ctype=tars_mobile&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
火箭赛事专场 火箭2022赛季全纪录,http://121.51.14.14/tx.hls.huya.com/src/1099531627956-1099531627956-85900119014113280-2199063379368-10057-A-0-1.flv?wsSecret=ad256304cd1f46e3a58ef228c9d03019&wsTime=6246db26&u=0&seqid=16487243891050000&ctype=tars_mobile&txyp=o%3Ac7%3B&fs=bgct&t=103
WWE巨石强森 流血暴力时代！强森大布台柱合集[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531728843-1099531728843-86333425379704832-2199063581142-10057-A-0-1.flv?wsSecret=cf7cb01440ad659ba9a1ec79dfb3a1c5&wsTime=6246db28&u=0&seqid=16487243904410000&ctype=tars_mobile&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
每日一爆桌 毒蛇兰迪合集！我只爱RKO,http://121.51.14.14/tx.hls.huya.com/src/1099531728845-1099531728845-86333433969639424-2199063581146-10057-A-0-1.flv?wsSecret=aead39581547eca021ff733586ac7317&wsTime=6246db2a&u=0&seqid=16487243922880000&ctype=tars_mobile&fs=bgct&t=103
WWE-RAW 经典红色品牌大战！群星擂台战！[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531728841-1099531728841-86333416789770240-2199063581138-10057-A-0-1.flv?wsSecret=ad307509bf4a63a2156f2e9d7ccf7069&wsTime=6246db2b&u=0&seqid=16487243934840000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
范争一绝杀火箭 范争一10-9绝杀火箭 拿下职业生涯首冠 2022欧洲大师赛[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531627957-1099531627957-85900123309080576-2199063379370-10057-A-0-1.flv?wsSecret=976069040f4ad177bb9f3fc0e4837bdf&wsTime=6246db2c&u=0&seqid=16487243945720000&ctype=tars_mobile&fs=bgct&t=103
WWE副舞台 超级巨星大乱斗！顶级赛事免费看,http://121.51.14.14/tx.hls.huya.com/src/1099531627786-1099531627786-85899388869672960-2199063379028-10057-A-0-1.flv?wsSecret=762f9bda3fdc69dcf4348840b37c1a1e&wsTime=6246db2e&u=0&seqid=16487243964800000&ctype=tars_mobile&txyp=o%3Anc4%3B&fs=bgct&t=103
虎牙斯克视频精选 斯克精彩集锦,http://121.51.14.14/tx.hls.huya.com/src/1099531627784-1099531627784-85899380279738368-2199063379024-10057-A-0-1.flv?wsSecret=c27bf98c7c6749062ff824953612a08f&wsTime=6246db2f&u=0&seqid=16487243976260000&ctype=tars_mobile&txyp=o%3Atyeic12%3B&fs=bgct&t=103
WWE-SmackDown 大布回归李霞露面！最新SD周赛[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531728842-1099531728842-86333421084737536-2199063581140-10057-A-0-1.flv?wsSecret=49a9d93048f178510f2d51103384e56a&wsTime=6246db30&u=0&seqid=16487243986730000&ctype=tars_mobile&txyp=o%3Acs6%3B&fs=bgct&t=103
小溪的柔韧空间 妹子群殴时刻 女人的战争,http://121.51.14.14/tx.hls.huya.com/src/1099531627889-1099531627889-85899831251304448-2199063379234-10057-A-0-1.flv?wsSecret=5e86bc012093e5cd78509fcf21290c21&wsTime=6246db32&u=0&seqid=16487244007360000&ctype=tars_mobile&fs=bgct&t=103
乔氏台球于海涛vs王云 乔氏台球于海涛vs王云,http://121.51.14.14/tx.hls.huya.com/src/1099531739883-1099531739883-86380841818652672-2199063603222-10057-A-0-1.flv?wsSecret=77d1567a15e136a79f953e03cb6f05fa&wsTime=6246db35&u=0&seqid=16487244037360000&ctype=tars_mobile&txyp=o%3Ad2%3B&fs=bgct&t=103
WWE顶级大赛 顶级付费赛事免费看！群星大战,http://121.51.14.14/tx.hls.huya.com/src/1099531728840-1099531728840-86333412494802944-2199063581136-10057-A-0-1.flv?wsSecret=a00b8050adf2a0ad831d54f44067ae01&wsTime=6246db36&u=0&seqid=16487244048310000&ctype=tars_mobile&txyp=o%3Ad2%3B&fs=bgct&t=103
体育赛场 2022亚洲公路摩托车锦标赛  重播,http://121.51.14.14/tx.hls.huya.com/src/1099531627962-1099531627962-85900144783917056-2199063379380-10057-A-0-1.flv?wsSecret=901e5456473aaf687458b9a91f33a5e1&wsTime=6246db38&u=0&seqid=16487244069040000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&t=103
赛车直播 2022纳斯卡赛车系列赛 EchoPark Automotive Texas Grand Prix 美洲赛道 重播,http://121.51.14.14/tx.hls.huya.com/src/1447756351-1447756351-6218066180121296896-2895636158-10057-A-0-1.flv?wsSecret=28133dd2fcf9af238224a22360c51445&wsTime=6246db3a&u=0&seqid=16487244081610000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
小特赛事专场 准就一个字 我特神不说两次,http://121.51.14.14/tx.hls.huya.com/src/1099531627782-1099531627782-85899371689803776-2199063379020-10057-A-0-1.flv?wsSecret=de656c4076fa1ad2fe9b58e32f122221&wsTime=6246db3c&u=0&seqid=16487244107230000&ctype=tars_mobile&fs=bgct&t=103
路人王篮球 路人王2021年度总决赛 恭喜周锐！！ 重播,http://121.51.14.14/tx.hls.huya.com/src/1859752418-1859752418-7987575813966921728-3719628292-10057-A-0-1.flv?wsSecret=a881a00d9c0c547ef763b278ad90672a&wsTime=6246db3e&u=0&seqid=16487244127500000&ctype=tars_mobile&txyp=o%3Anc2%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
科蜜JJ 科比后仰的瞬间，我看到了神迹,http://121.51.14.14/tx.hls.huya.com/src/1099531627790-1099531627790-85899406049542144-2199063379036-10057-A-0-1.flv?wsSecret=7faaf8ab243971157d412d12cd04b491&wsTime=6246db3f&u=0&seqid=16487244139820000&ctype=tars_mobile&fs=bgct&t=103
乔妹 一只球队一座城市，This is we play,http://121.51.14.14/tx.hls.huya.com/src/1099531740250-1099531740250-86382418071650304-2199063603956-10057-A-0-1.flv?wsSecret=2992895041f6bb5bc7f46ce7f5fc788b&wsTime=6246db41&u=0&seqid=16487244154530000&ctype=tars_mobile&txyp=o%3Acs6%3B&fs=bgct&t=103
璟点台球 火箭vs威廉姆斯 巡回锦标赛,http://121.51.14.14/tx.hls.huya.com/src/1199603959079-1199603959079-5618175831462379520-2399208041614-10057-A-0-1.flv?wsSecret=1be452cb36ed17bcbdebfdaf92e0b50e&wsTime=6246db43&u=0&seqid=16487244178510000&ctype=tars_mobile&fs=bgct&t=103
元气小埋 地下黑拳格斗 R级警告胆小勿点,http://121.51.14.14/tx.hls.huya.com/src/1099531627806-1099531627806-85899474769018880-2199063379068-10057-A-0-1.flv?wsSecret=c34bd7a6761bedab12eebbc6fff1b5b0&wsTime=6246db44&u=0&seqid=16487244189100000&ctype=tars_mobile&txyp=o%3Anceic2%3B&fs=bgct&t=103
RB莱比锡专场 21/22德甲莱比锡专场[重播],http://121.51.14.14/tx.hls.huya.com/src/1099531728772-1099531728772-86333120437026816-2199063581000-10057-A-0-1-imgplus.flv?wsSecret=58a551f465184a7303aa400280afd540&wsTime=6246db46&u=0&seqid=16487244202350000&ctype=tars_mobile&txyp=o%3Aq6%3B&fs=bgct&t=103
萌多啦嘉嘉 运动场上的喜剧瞬间,http://121.51.14.14/tx.hls.huya.com/src/1099531627925-1099531627925-85899985870127104-2199063379306-10057-A-0-1.flv?wsSecret=e6c0ca80040bfa3c0cae798020cab295&wsTime=6246db47&u=0&seqid=16487244219270000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
野人运动日记 荒野独居第八季，谁能拿下最终奖金,http://121.51.14.14/tx.hls.huya.com/src/1099531728575-1099531728575-86332274328469504-2199063580606-10057-A-0-1.flv?wsSecret=9d59d4a6edf3bbca650318ba5e959560&wsTime=6246db49&u=0&seqid=16487244230550000&ctype=tars_mobile&txyp=o%3Atyeic11%3B&fs=bgct&t=103
野行者 原始生存21天，生存挑战变相亲节目？,http://121.51.14.14/tx.hls.huya.com/src/1099531739795-1099531739795-86380463861530624-2199063603046-10057-A-0-1.flv?wsSecret=1bf8ad9b7bb81c3eda83ddfb63d7855c&wsTime=6246db4b&u=0&seqid=16487244257810000&ctype=tars_mobile&txyp=o%3Az16%3B&fs=bgct&t=103
铁岭二师兄 妹子们太疯了，这样打会出事吗,http://121.51.14.14/tx.hls.huya.com/src/1099531728905-1099531728905-86333691667677184-2199063581266-10057-A-0-1.flv?wsSecret=f216410f297e88c99dc76bf64e42f672&wsTime=6246db4c&u=0&seqid=16487244268410000&ctype=tars_mobile&fs=bgct&t=103
夏日么么茶 皇家大战下一个是谁？,http://121.51.14.14/tx.hls.huya.com/src/1099531627783-1099531627783-85899375984771072-2199063379022-10057-A-0-1.flv?wsSecret=7f2e9031b3f864d950d7a1d17994c5ec&wsTime=6246db4d&u=0&seqid=16487244279430000&ctype=tars_mobile&fs=bgct&t=103
德国足球甲级联赛1 勒沃库森迎战奥格斯堡  2021/22德甲联赛[重播],http://121.51.14.14/tx.hls.huya.com/src/0-0-0-2199063580964-10057-A-0-1.flv?wsSecret=8ec6710a2a593f67b27976b14c7a02c4&wsTime=6246db50&u=0&seqid=16487244302670000&ctype=tars_mobile&txyp=o%3Awx6%3B&fs=bgct&t=103
